crn,course,title,faculty,meeting,credits,enrolled
10471,LING 300 001,LINGUISTIC ANALYSIS,"Faculty: Watters, Stephen",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 20 (Max 34)
10234,LING 301 001,PHONETICS,Faculty:,Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 15 (Max 24)
12618,LING 306 001,"LANGUAGE, THOUGHT, AND MIND","Faculty: Achard, Michel J.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 25 (Max 25)
11361,LING 309 001,PSYCHOLOGY OF LANGUAGE,"Faculty: Schnur, Tatiana T.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 7 (Permission Required)
10830,LING 313 001,LANGUAGE AND CULTURE,"Faculty: Oko, Christina W.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 10 (Max 30)
13063,LING 325 001,LANGUAGE ACQUISITION,"Faculty: Gurcanli, Ozge",Meeting: 04:00PM - 05:15PM MW TBA TBA,3,Enrolled: 0 (Max 35)
13001,LING 397 001,SPEECH AND HEARING SCIENCE,"Faculty: Niedzielski, Nancy A.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 15 (Max 25)
11382,LING 407 001,LINGUISTIC FIELD METHODS,"Faculty: Englebretson, Robert E.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,5,Enrolled: 5 (Max 10)
12621,LING 409 001,"GESTURE, COGN & COMMUNICATION","Faculty: Franklin, Amy L.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 7 (Max 25)
12662,LING 415 001,SOCIOLINGUISTICS,"Faculty: Niedzielski, Nancy A.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 6 (Max 19)
12619,LING 428 001,LABORATORY PHONOLOGY,Faculty:,Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 8 (Max 10)
10847,LING 481 001,UNDERGRADUATE RESEARCH,"Faculty: Achard, Michel J.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10849,LING 481 003,UNDERGRADUATE RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10851,LING 481 004,UNDERGRADUATE RESEARCH,"Faculty: Englebretson, Robert E.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10859,LING 481 007,UNDERGRADUATE RESEARCH,"Faculty: Oko, Christina W.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
12623,LING 481 008,UNDERGRADUATE RESEARCH,"Faculty: Niedzielski, Nancy A.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10468,LING 482 001,HONORS PROJECT,"Faculty: Achard, Michel J.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10850,LING 482 003,HONORS PROJECT,Faculty:,Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10853,LING 482 004,HONORS PROJECT,"Faculty: Englebretson, Robert E.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10860,LING 482 007,HONORS PROJECT,"Faculty: Oko, Christina W.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
12626,LING 482 008,HONORS PROJECT,"Faculty: Niedzielski, Nancy A.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10472,LING 500 001,LINGUISTIC ANALYSIS,"Faculty: Watters, Stephen",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 0 (Max 3)
10469,LING 501 001,PHONETICS,Faculty:,Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 0 (Max 1)
10832,LING 513 001,LANGUAGE AND CULTURE,"Faculty: Oko, Christina W.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 0 (Max 5)
10470,LING 550 001,DEPARTMENTAL COLLOQUIUM,Faculty:,Meeting: 04:00PM - 05:29PM R TBA TBA,1,Enrolled: 9 (Max 29)
12620,LING 557 001,SEMINAR IN DISCOURSE,"Faculty: Englebretson, Robert E.",Meeting: 11:00AM - 12:15PM MW TBA TBA,3,Enrolled: 7 (Max 10)
10473,LING 581 001,GRADUATE RESEARCH,"Faculty: Achard, Michel J.",Meeting: TBA TBA,1 TO 12,Enrolled: 2 (Permission Required)
10474,LING 581 003,GRADUATE RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10969,LING 581 004,GRADUATE RESEARCH,"Faculty: Englebretson, Robert E.",Meeting: TBA TBA,1 TO 12,Enrolled: 2 (Permission Required)
10475,LING 581 005,GRADUATE RESEARCH,"Faculty: Kemmer, Suzanne E.",Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10968,LING 581 007,GRADUATE RESEARCH,"Faculty: Oko, Christina W.",Meeting: TBA TBA,1 TO 12,Enrolled: 3 (Permission Required)
12624,LING 581 008,GRADUATE RESEARCH,"Faculty: Niedzielski, Nancy A.",Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10476,LING 581 009,GRADUATE RESEARCH,"Faculty: Shibatani, Masayoshi",Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10480,LING 590 001,TEACHING LINGUISTICS,"Faculty: Achard, Michel J.",Meeting: TBA TBA,3 TO 6,Enrolled: 0 (Permission Required)
10481,LING 590 002,TEACHING LINGUISTICS,"Faculty: Taylor, Christopher M.",Meeting: TBA TBA,3 TO 6,Enrolled: 0 (Permission Required)
10482,LING 590 003,TEACHING LINGUISTICS,Faculty:,Meeting: TBA TBA,3 TO 6,Enrolled: 0 (Permission Required)
10483,LING 590 004,TEACHING LINGUISTICS,"Faculty: Englebretson, Robert E.",Meeting: TBA TBA,3 TO 6,Enrolled: 1 (Permission Required)
10974,LING 590 007,TEACHING LINGUISTICS,"Faculty: Oko, Christina W.",Meeting: TBA TBA,3 TO 6,Enrolled: 0 (Permission Required)
12625,LING 590 008,TEACHING LINGUISTICS,"Faculty: Niedzielski, Nancy A.",Meeting: TBA TBA,3 TO 6,Enrolled: 0 (Permission Required)
10973,LING 800 001,DISSERTATION RESEARCH,"Faculty: Achard, Michel J.",Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
12052,LING 800 003,DISSERTATION RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10972,LING 800 004,DISSERTATION RESEARCH,"Faculty: Englebretson, Robert E.",Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10477,LING 800 005,DISSERTATION RESEARCH,"Faculty: Kemmer, Suzanne E.",Meeting: TBA TBA,1 TO 12,Enrolled: 0 (Permission Required)
10971,LING 800 007,DISSERTATION RESEARCH,"Faculty: Oko, Christina W.",Meeting: TBA TBA,1 TO 12,Enrolled: 1 (Permission Required)
10478,LING 800 008,DISSERTATION RESEARCH,"Faculty: Niedzielski, Nancy A.",Meeting: TBA TBA,1 TO 12,Enrolled: 3 (Permission Required)
10479,LING 800 009,DISSERTATION RESEARCH,"Faculty: Shibatani, Masayoshi",Meeting: TBA TBA,1 TO 12,Enrolled: 4 (Permission Required)
10732,LPAP 100 001,INTRODUCTION TO TENNIS,"Faculty: McGee, D'Ondra",Meeting: 09:25AM - 10:15AM TR TBA TBA,1,Enrolled: 13 (Max 19)
11103,LPAP 107 001,INTERMEDIATE TENNIS,"Faculty: Limam, Younes",Meeting: 09:00AM - 09:50AM MW TBA TBA,1,Enrolled: 13 (Max 19)
10676,LPAP 109 001,INTRO FOXTROT & WALTZ,"Faculty: Banta, Jill B.",Meeting: 01:00PM - 02:05PM TR TBA TBA,1,Enrolled: 20 (Max 28)
10039,LPAP 110 001,INTRODUCTION TO GOLF,"Faculty: Maloney, Michael",Meeting: 09:25AM - 10:15AM TR TBA TBA,1,Enrolled: 17 (Max 25)
12274,LPAP 115 001,MINDFULNESS MEDITATION,"Faculty: Fine, Patricia M.",Meeting: 10:00AM - 11:40AM W TBA TBA,1,Enrolled: 10 (Max 15)
10604,LPAP 118 001,INTRODUCTION TO TEAM SPORTS,"Faculty: Watkins, Christopher",Meeting: 10:00AM - 10:50AM MW TBA TBA,1,Enrolled: 17 (Max 25)
11106,LPAP 118 002,INTRODUCTION TO TEAM SPORTS,"Faculty: Stafford, Justin E.",Meeting: 03:00PM - 03:50PM TR TBA TBA,1,Enrolled: 17 (Max 25)
10678,LPAP 120 001,DISC GAMES,"Faculty: Maloney, Michael",Meeting: 03:00PM - 04:40PM F TBA TBA,1,Enrolled: 13 (Max 19)
10605,LPAP 125 001,INTRODUCTION TO SOCCER,"Faculty: Henshaw, Michael",Meeting: 01:00PM - 01:50PM TR TBA TBA,1,Enrolled: 17 (Max 25)
10606,LPAP 125 002,INTRODUCTION TO SOCCER,"Faculty: Henshaw, Michael",Meeting: 02:30PM - 03:20PM TR TBA TBA,1,Enrolled: 17 (Max 25)
10607,LPAP 131 001,INTRO TO MIDDLE EASTERN DANCE,"Faculty: Koutsoudas, Kristina A.",Meeting: 06:00PM - 07:59PM W TBA TBA,1,Enrolled: 13 (Max 19)
10902,LPAP 133 001,CAPOEIRA,"Faculty: Bowens, DaMon",Meeting: 09:00AM - 10:40AM W TBA TBA,1,Enrolled: 13 (Max 19)
10608,LPAP 134 001,INDIAN DANCE,"Faculty: Kumar, Rathna A.",Meeting: 11:00AM - 12:05PM MW TBA TBA,1,Enrolled: 13 (Max 19)
11167,LPAP 135 001,INTRODUCTION TO DANCE,"Faculty: Nalett, Jacqueline A.",Meeting: 02:30PM - 03:35PM TR TBA TBA,1,Enrolled: 13 (Max 19)
11107,LPAP 137 001,INTRO TO EAST COAST SWING,"Faculty: Banta, Jill B.",Meeting: 04:00PM - 06:10PM T TBA TBA,1,Enrolled: 19 (Max 28)
10609,LPAP 138 001,INTRO SALSA/MAMBO&CHA CHA,"Faculty: Banta, Jill B.",Meeting: 02:30PM - 03:35PM TR TBA TBA,1,Enrolled: 19 (Max 28)
11761,LPAP 144 002,COUNTRY WESTERN DANCE,"Faculty: Banta, Jill B.",Meeting: 11:00AM - 12:05PM TR TBA TBA,1,Enrolled: 19 (Max 28)
11638,LPAP 152 001,INTRO TO CONTEMPORARY DANCE,"Faculty: Nabors, Heather A.",Meeting: 11:00AM - 12:05PM TR TBA TBA,1,Enrolled: 13 (Max 19)
10901,LPAP 155 001,INTRODUCTION TO BALLET,"Faculty: Gossett, Megan W.",Meeting: 11:00AM - 12:05PM MW TBA TBA,1,Enrolled: 13 (Max 19)
10611,LPAP 157 001,JAZZ DANCE/HIP HOP,"Faculty: Nabors, Heather A.",Meeting: 01:00PM - 02:05PM TR TBA TBA,1,Enrolled: 13 (Max 19)
10612,LPAP 164 001,FITNESS SWIMMING,"Faculty: Caldwell, Amanda R.",Meeting: 09:25AM - 10:15AM TR TBA TBA,1,Enrolled: 13 (Max 19)
11760,LPAP 164 002,FITNESS SWIMMING,"Faculty: Leonard, Susanna E.",Meeting: 01:00PM - 01:50PM MW TBA TBA,1,Enrolled: 13 (Max 19)
10677,LPAP 166 001,BEGINNING SWIMMING,"Faculty: Leonard, Susanna E.",Meeting: 09:00AM - 09:50AM MW TBA TBA,1,Enrolled: 12 (Max 19)
10613,LPAP 170 001,YOGA,"Faculty: Downey, Julie B.",Meeting: 01:15PM - 02:05PM TR TBA TBA,1,Enrolled: 17 (Max 25)
10614,LPAP 170 002,YOGA,"Faculty: Downey, Julie B.",Meeting: 02:30PM - 03:20PM TR TBA TBA,1,Enrolled: 17 (Max 25)
10568,LPAP 172 001,INTRODUCTION TO FENCING,"Faculty: Hamza, Maher E.",Meeting: 01:00PM - 01:50PM MW TBA TBA,1,Enrolled: 13 (Max 19)
10563,LPAP 178 001,THE ART OF RELAXATION,"Faculty: Buergermeister, Jennifer R.",Meeting: 10:00AM - 11:40AM R TBA TBA,1,Enrolled: 17 (Max 25)
10615,LPAP 180 001,"WALK, JOG, RUN","Faculty: Young, A. Elliott",Meeting: 08:00AM - 08:50AM MW TBA TBA,1,Enrolled: 13 (Max 19)
10616,LPAP 182 001,WEIGHT TRAINING,"Faculty: Young, A. Elliott",Meeting: 10:00AM - 10:50AM MW TBA TBA,1,Enrolled: 13 (Max 19)
10617,LPAP 183 001,WEIGHT TRAINING & CONDITIONING,"Faculty: Stafford, Justin E.",Meeting: 09:25AM - 10:15AM TR TBA TBA,1,Enrolled: 13 (Max 19)
10618,LPAP 186 001,PILATES,"Faculty: Gossett, Megan W.",Meeting: 09:00AM - 09:50AM MW TBA TBA,1,Enrolled: 17 (Max 25)
10619,LPAP 186 002,PILATES,"Faculty: Gossett, Megan W.",Meeting: 10:00AM - 10:50AM MW TBA TBA,1,Enrolled: 17 (Max 25)
10999,LPAP 187 001,GROUP FITNESS,"Faculty: Young, A. Elliott",Meeting: 09:00AM - 09:50AM MW TBA TBA,1,Enrolled: 13 (Max 19)
12491,LPAP 190 001,INTRO TO OUTDOOR RECREATION,"Faculty: Taylor, Houston T.",Meeting: 02:30PM - 04:10PM R TBA TBA,1,Enrolled: 13 (Max 19)
10562,LPAP 192 001,EXERCISE & WEIGHT MANAGEMENT,"Faculty: Young, A. Elliott",Meeting: 11:00AM - 11:50AM MW TBA TBA,1,Enrolled: 10 (Max 15)
11637,LPAP 197 001,DISCOVERING PERSONAL WELLNESS,"Faculty: Oliveira, Marcia",Meeting: 03:00PM - 04:40PM M TBA TBA,1,Enrolled: 13 (Max 19)
10620,LPAP 198 001,NUTRITION,"Faculty: Hastings, Elisabeth S.",Meeting: 09:00AM - 10:40AM M TBA TBA,1,Enrolled: 17 (Max 25)
11436,LPCR 200 002,ADVANCED MENTAL TRAINING,"Faculty: Slator, Elizabeth A.",Meeting: 12:00PM - 01:29PM F TBA TBA,2,Enrolled: 1 (Permission Required)
10001,MANA 404 001,MANAGEMENT COMMUNICATIONS,"Faculty: Hampton, Lawrence P.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 17 (Max 19)
10201,MATH 101 001,SINGLE VARIABLE CALCULUS I,Faculty:,Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 3 (Max 200)
10202,MATH 101 002,SINGLE VARIABLE CALCULUS I,"Faculty: Varilly Alvarado, Anthony",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 9 (Max 200)
10741,MATH 101 004,SINGLE VARIABLE CALCULUS I,"Faculty: Nakahara, Masahiro",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 1 (Max 25)
10203,MATH 102 001,SINGLE VARIABLE CALCULUS II,"Faculty: Petkova, Tsvetelina V.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 7 (Max 200)
10204,MATH 102 002,SINGLE VARIABLE CALCULUS II,"Faculty: Kuzbary, Miriam",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 7 (Max 25)
10205,MATH 102 003,SINGLE VARIABLE CALCULUS II,"Faculty: Petkova, Tsvetelina V.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 4 (Max 200)
10206,MATH 111 001,FUND THEOREM OF CALCULUS,Faculty:,Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 13 (Max 200)
10207,MATH 211 001,ORD DIFFERENTIAL EQUATIONS,"Faculty: Bick, Christian",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 28 (Max 235)
10208,MATH 211 002,ORD DIFFERENTIAL EQUATIONS,"Faculty: Wolf, Michael",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 63 (Max 65)
10209,MATH 211 003,ORD DIFFERENTIAL EQUATIONS,"Faculty: Bucaj, Valmir",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 6 (Max 25)
10720,MATH 211 004,ORD DIFFERENTIAL EQUATIONS,Faculty:,Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 13 (Max 58)
11228,MATH 211 005,ORD DIFFERENTIAL EQUATIONS,"Faculty: Allums, Derek",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 23 (Max 25)
10210,MATH 212 001,MULTIVARIABLE CALCULUS,"Faculty: Gao, Zhiyong",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 118 (Max 126)
11229,MATH 212 002,MULTIVARIABLE CALCULUS,"Faculty: Hassett, Brendan E.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 31 (Max 100)
11345,MATH 212 003,MULTIVARIABLE CALCULUS,"Faculty: Bosman, Anthony",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 13 (Max 25)
10211,MATH 221 001,HONORS CALCULUS III,"Faculty: Jones, Frank",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 5 (Max 80)
12629,MATH 300 001,TOPICS IN UNDERGRADUATE MATH,"Faculty: Hardt, Robert M.",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 18 (Max 35)
10212,MATH 321 001,INTRODUCTION TO ANALYSIS I,"Faculty: Semmes, Stephen",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 43 (Max 50)
10230,MATH 354 001,HONORS LINEAR ALGEBRA,"Faculty: Calabrese, John R.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 37 (Max 99)
10213,MATH 355 001,LINEAR ALGEBRA,Faculty:,Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 74 (Max 100)
11111,MATH 365 001,NUMBER THEORY,Faculty:,Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 20 (Max 50)
11333,MATH 368 001,TOPICS IN COMBINATORICS,"Faculty: Moore, Allison H.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 18 (Max 50)
12630,MATH 371 001,LIE THEORY,"Faculty: Tanimoto, Sho",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 4 (Max 35)
10214,MATH 381 001,INTRO PARTIAL DIFF EQUATIONS,"Faculty: Wu, Yunhui",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 17 (Max 50)
10215,MATH 401 001,DIFFERENTIAL GEOMETRY,"Faculty: Wu, Yunhui",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 5 (Max 99)
10216,MATH 423 001,PARTIAL DIFFERENTIAL EQNS I,"Faculty: Ariturk, Sinan B.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 8 (Max 99)
10217,MATH 425 001,INTEGRATION THEORY,"Faculty: Damanik, David T.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 7 (Max 19)
10218,MATH 428 001,TOPICS IN COMPLEX ANALYSIS,"Faculty: Wolf, Michael",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 1 (Max 19)
10220,MATH 444 001,GEOMETRIC TOPOLOGY,Faculty:,Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 6 (Max 19)
10221,MATH 463 001,ABSTRACT ALGEBRA II,"Faculty: Hassett, Brendan E.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 8 (Max 19)
12632,MATH 465 001,TOPICS IN ALGEBRA,"Faculty: Calabrese, John R.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 2 (Max 19)
10222,MATH 490 001,SUPERVISED READING,Faculty:,Meeting: TBA TBA,1 TO 6,Enrolled: 1 (Max 19)
10223,MATH 490 002,SUPERVISED READING,Faculty:,Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 19)
10224,MATH 490 003,SUPERVISED READING,Faculty:,Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Max 19)
10225,MATH 499 001,MATHEMATICAL SCIENCES,"Faculty: Ariturk, Sinan B.",Meeting: 12:00PM - 12:50PM M TBA TBA,1 TO 3,Enrolled: 3 (Max 19)
10865,MATH 499 003,MATHEMATICAL SCIENCES,"Faculty: Moore, Allison H.",Meeting: 12:00PM - 12:50PM F TBA TBA,1 TO 3,Enrolled: 1 (Max 19)
10949,MATH 515 001,INTEGRATION THEORY,"Faculty: Damanik, David T.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Max 19)
10950,MATH 518 001,TOPICS IN COMPLEX ANALYSIS,"Faculty: Wolf, Michael",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 6 (Max 19)
10705,MATH 522 001,TOPICS IN ANALYSIS,"Faculty: Semmes, Stephen",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 4 (Max 19)
12634,MATH 523 001,FUNCTIONAL ANALYSIS,"Faculty: Hardt, Robert M.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 18 (Max 19)
13155,MATH 527 001,ERGODIC THRY&TOP DYNAMICS,"Faculty: Damjanovic, Danijela",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 2 (Max 19)
10951,MATH 539 001,GEOMETRIC TOPOLOGY,Faculty:,Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 0 (Max 19)
10953,MATH 563 001,ABSTRACT ALGEBRA II,"Faculty: Hassett, Brendan E.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 0 (Max 19)
12633,MATH 565 001,TOPICS IN ALGEBRA,"Faculty: Calabrese, John R.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 3 (Max 19)
12635,MATH 567 001,TOPICS IN ALGEBRAIC GEOMETRY,"Faculty: Varilly Alvarado, Anthony",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 5 (Max 19)
10226,MATH 590 001,CURRENT MATHEMATICS SEMINAR,Faculty:,Meeting: 02:30PM - 03:29PM R TBA TBA,1,Enrolled: 25 (Max 50)
10227,MATH 591 001,GRADUATE TEACHING SEMINAR,Faculty:,Meeting: 02:30PM - 03:29PM T TBA TBA,1,Enrolled: 8 (Max 99)
10952,MATH 680 001,MATHEMATICS COLLOQUIUM,Faculty:,Meeting: 04:00PM - 05:29PM R TBA TBA,1,Enrolled: 26 (Max 45)
10954,MATH 681 001,TOPOLOGY SEMINAR,"Faculty: Putman, Thomas A.",Meeting: 04:00PM - 05:29PM M TBA TBA,1,Enrolled: 9 (Max 19)
10955,MATH 682 001,ALGEBRAIC GEOMETRY SEMINAR,"Faculty: Hassett, Brendan E.; Varilly Alvarado, Anthony",Meeting: 04:00PM - 05:29PM T TBA TBA,1,Enrolled: 6 (Max 19)
10956,MATH 683 001,GEOMETRY AND ANALYSIS SEMINAR,"Faculty: Hardt, Robert M.; Wolf, Michael; Damanik, David T.",Meeting: 04:00PM - 05:29PM W TBA TBA,1,Enrolled: 7 (Max 19)
11486,MATH 690 001,SUPERVISED READING,Faculty:,Meeting: TBA TBA,1 TO 6,Enrolled: 5 (Max 10)
10672,MATH 699 003,MATHEMATICAL SCIENCES,"Faculty: Hassett, Brendan E.",Meeting: 09:50AM - 10:40AM R TBA TBA,1 TO 9,Enrolled: 3 (Max 19)
10574,MATH 699 004,MATHEMATICAL SCIENCES,"Faculty: Hardt, Robert M.",Meeting: 12:00PM - 12:59PM MW TBA TBA,1 TO 9,Enrolled: 1 (Max 19)
11439,MATH 699 005,MATHEMATICAL SCIENCES,"Faculty: Damanik, David T.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 19)
13064,MATH 699 006,MATHEMATICAL SCIENCES,"Faculty: Moore, Allison H.",Meeting: 03:00PM - 03:50PM W TBA TBA,1 TO 9,Enrolled: 3 (Max 19)
10229,MATH 800 001,THESIS AND RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 15,Enrolled: 18 (Max 99)
12648,MDEM 101 001,ELEMENTARY LATIN I,"Faculty: Somerville, Ted",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 1 (Max 25)
12649,MDEM 111 AM1,INTRO TO HIST OF WESTERN ART I,"Faculty: Neagley, Linda; Hopkins, John",Meeting: 10:00AM - 10:50AM MWF TBA TBA; 04:00PM - 04:50PM M TBA TBA,4,Enrolled: 1 (Max 18)
12651,MDEM 111 AR3,INTRO TO HIST OF WESTERN ART I,"Faculty: Neagley, Linda; Hopkins, John",Meeting: 10:00AM - 10:50AM MWF TBA TBA; 07:00PM - 07:50PM R TBA TBA,4,Enrolled: 0 (Max 18)
12650,MDEM 111 AW2,INTRO TO HIST OF WESTERN ART I,"Faculty: Neagley, Linda; Hopkins, John",Meeting: 10:00AM - 10:50AM MWF TBA TBA; 04:00PM - 04:50PM W TBA TBA,4,Enrolled: 0 (Max 18)
12660,MDEM 171 001,BODY & COSMOS IN MIDDLE AGES,"Faculty: Fanger, Claire L.",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 0 (Max 15)
12652,MDEM 201 001,HISTORY OF PHILOSOPHY I,"Faculty: Siewert, Charles",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Max 40)
12653,MDEM 211 001,INTERMEDIATE LATIN I: PROSE,"Faculty: Somerville, Ted",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 0 (Max 19)
12664,MDEM 281 001,PREMODERN MIDDLE EAST HISTORY,"Faculty: Sanders, Paula",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 1 (Max 19)
12667,MDEM 301 001,SOCRATES,"Faculty: Morrison, Donald R.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Max 23)
12743,MDEM 311 001,AFRICAN PREHISTORY,"Faculty: Fleisher, Jeffrey B.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 2 (Max 19)
12661,MDEM 343 001,MASTERS OF THE BAROQUE ERA,"Faculty: Manca, Joseph P.",Meeting: 07:00PM - 09:59PM R TBA TBA,3,Enrolled: 0 (Max 14)
13051,MDEM 350 001,DEMONS/MENTAL ILLNESS/MEDICINE,"Faculty: Clements, Niki K.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 0 (Max 19)
12685,MDEM 378 001,THE AGE OF REMBRANDT,"Faculty: Wolfthal, Diane B.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 0 (Max 19)
12670,MDEM 379 001,WOMEN IN CHINESE LITERATURE,"Faculty: Qian, Nanxiu",Meeting: 04:00PM - 06:59PM W TBA TBA,3,Enrolled: 0 (Max 15)
12654,MDEM 456 001,COLLEGIUM MUSICUM,"Faculty: Barnett, Gregory R.",Meeting: 07:15PM - 09:15PM M TBA TBA,2,Enrolled: 0 (Permission Required)
10071,MECH 211 001,ENGINEERING MECHANICS,Faculty:,Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 100 (Max 160)
10580,MECH 308 003,SENIOR DESIGN JUNIOR OBSERVERS,"Faculty: Dick, Andrew J.",Meeting: TBA TBA,1,Enrolled: 2 (Max 10)
10072,MECH 340 001,INDUSTRIAL PROCESS LAB,"Faculty: Gesenhues, Joseph P.",Meeting: 02:00PM - 04:59PM M TBA TBA,1,Enrolled: 8 (Max 8)
10073,MECH 340 002,INDUSTRIAL PROCESS LAB,"Faculty: Gesenhues, Joseph P.",Meeting: 02:00PM - 04:59PM W TBA TBA,1,Enrolled: 8 (Max 8)
10074,MECH 340 003,INDUSTRIAL PROCESS LAB,"Faculty: Gesenhues, Joseph P.",Meeting: 02:30PM - 05:29PM T TBA TBA,1,Enrolled: 8 (Max 8)
